sha256,baseline_signatures,deepseek-r1_7b_v0,deepseek-r1_7b_v1,deepseek-r1_7b_v2,deepseek-r1_7b_v3,gemma3_12b_v0,gemma3_12b_v1,gemma3_12b_v2,gemma3_12b_v3,llama3.1_8b_v0,llama3.1_8b_v1,llama3.1_8b_v2,llama3.1_8b_v3,qwen3_v0,qwen3_v1,qwen3_v2,qwen3_v3
1f849c845f9432fd,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; exec_crash; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,physical_drive_access; antisandbox_unhook; enumerates_physical_drives,,,,,enumerates_physical_drives; physical_drive_access; antisandbox_unhook,antisandbox_unhook,enumerates_physical_drives; physical_drive_access,,,,enumerates_physical_drives; physical_drive_access,,,,
203b08962eba2197,antivm_checks_available_memory; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; resumethread_remote_process; injection_write_process; packer_entropy; contains_pe_overlay; injection_rwx; antisandbox_sleep; injection_write_exe_process; binary_yara; procmem_yara; static_pe_anomaly,,recon_fingerprint; http_request; multiple_useragents; queries_computer_name; network_connection_via_suspicious_process; dead_connect; network_fake_useragent; suspicious_communication_trusted_site; infostealer_cookies,recon_fingerprint; http_request; multiple_useragents; queries_computer_name; network_connection_via_suspicious_process; dead_connect; network_fake_useragent; suspicious_communication_trusted_site; infostealer_cookies,,infostealer_cookies; recon_fingerprint; http_request; network_fake_useragent; queries_computer_name; network_connection_via_suspicious_process; dead_connect; multiple_useragents; suspicious_communication_trusted_site,infostealer_cookies; recon_fingerprint; http_request; queries_computer_name; network_connection_via_suspicious_process,infostealer_cookies; recon_fingerprint; http_request; network_fake_useragent; queries_computer_name; network_connection_via_suspicious_process; dead_connect; multiple_useragents; suspicious_communication_trusted_site,infostealer_cookies; recon_fingerprint; http_request; network_fake_useragent; queries_computer_name; network_connection_via_suspicious_process; dead_connect; multiple_useragents; suspicious_communication_trusted_site,,,,,static_pe_anomaly; packer_entropy; procmem_yara; injection_rwx; binary_yara; contains_pe_overlay,static_pe_anomaly; packer_entropy; contains_pe_overlay; injection_rwx; binary_yara,queries_computer_name; static_pe_anomaly; packer_entropy; procmem_yara; injection_rwx; binary_yara; contains_pe_overlay,multiple_useragents; dead_connect; queries_computer_name; http_request; suspicious_communication_trusted_site; network_connection_via_suspicious_process; procmem_yara; recon_fingerprint; injection_rwx; packer_entropy; network_fake_useragent; contains_pe_overlay; infostealer_cookies; static_pe_anomaly; binary_yara
2047ecda73aa4dfe,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,enumerates_physical_drives; antisandbox_unhook; physical_drive_access,,antisandbox_unhook,reads_self,physical_drive_access; enumerates_physical_drives,,,physical_drive_access; enumerates_physical_drives,,,,,packer_entropy; static_pe_pdbpath,packer_entropy; static_pe_pdbpath; enumerates_running_processes; process_interest; reads_memory_remote_process,packer_entropy; static_pe_pdbpath,packer_entropy; static_pe_pdbpath
22c0a2305fd4b7ef,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,reads_self; queries_keyboard_layout; queries_locale_api,createtoolhelp32snapshot_module_enumeration,,,,,,,,,injection_rwx; packer_entropy; procmem_yara; dropper; static_pe_pdbpath,injection_rwx; packer_entropy; procmem_yara; dropper; static_pe_pdbpath,injection_rwx; packer_entropy; procmem_yara; dropper; static_pe_pdbpath,injection_rwx; packer_entropy; procmem_yara; dropper; static_pe_pdbpath
2382a65e62ea823d,antivm_checks_available_memory; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; procmem_yara,queries_keyboard_layout,,,,terminates_remote_process,queries_keyboard_layout,terminates_remote_process,queries_keyboard_layout,queries_keyboard_layout; terminates_remote_process,queries_keyboard_layout,queries_keyboard_layout,queries_keyboard_layout,,terminates_remote_process,terminates_remote_process,
246c7642fbb938ff,antivm_checks_available_memory; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; injection_rwx; procmem_yara,,,,,,,,,,,,,static_pe_pdbpath,static_pe_pdbpath,static_pe_pdbpath,static_pe_pdbpath
2523f82a9ec43d75,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,,,,antisandbox_unhook,antisandbox_unhook,antisandbox_unhook,antisandbox_unhook,,,,physical_drive_access; enumerates_physical_drives,,enumerates_running_processes; process_interest; reads_memory_remote_process,,enumerates_running_processes; process_interest; reads_memory_remote_process
2688d2fd0c1c32a8,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,queries_locale_api; reads_self; queries_keyboard_layout,,,,stealth_timeout,createtoolhelp32snapshot_module_enumeration,,,,,,,queries_locale_api; queries_keyboard_layout,,,
2715c3f8aa0fd0ce,queries_computer_name; queries_user_name; dead_connect; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; http_request; creates_suspended_process; resumethread_remote_process; stealth_window; terminates_remote_process; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antisandbox_sleep; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; suspicious_command_tools,,antivm_checks_available_memory; antivm_generic_system,,,enumerates_running_processes; terminates_remote_process; antisandbox_unhook; reads_memory_remote_process; process_interest,enumerates_running_processes; terminates_remote_process; antisandbox_unhook; reads_memory_remote_process; process_interest,enumerates_running_processes; terminates_remote_process; antisandbox_unhook; reads_memory_remote_process; process_interest,enumerates_running_processes; terminates_remote_process; antisandbox_unhook; reads_memory_remote_process; process_interest,,,,,static_pe_pdbpath,static_pe_pdbpath,static_pe_pdbpath,static_pe_pdbpath
276d33f672db408f,antivm_checks_available_memory; queries_keyboard_layout; queries_locale_api; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; mouse_movement_detect; creates_suspended_process; resumethread_remote_process; injection_write_process; reads_memory_remote_process; packer_entropy; injection_rwx; injection_write_exe_process; procmem_yara; pe_compile_timestomping,,,,terminates_remote_process,,terminates_remote_process,terminates_remote_process,,terminates_remote_process,,terminates_remote_process,terminates_remote_process,,,,
279ef40d413c9ce6,binary_yara,,,,,,,,,,,,,,,,
28265ee7cc0659f8,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,enumerates_running_processes; reads_memory_remote_process; process_interest,enumerates_running_processes; reads_memory_remote_process; process_interest,enumerates_running_processes; reads_memory_remote_process; process_interest,,,,,,,,,,,,
29881cb13215ee9c,antivm_checks_available_memory; queries_user_name; dead_connect; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; language_check_registry; antidebug_guardpages; createtoolhelp32snapshot_module_enumeration; packer_entropy; dropper; injection_rwx; antiav_servicestop; persistence_autorun; procmem_yara; deletes_executed_files; disables_windowsupdate,,,,,,,,,,,,,,,,
29e60baab5544847,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,,,,enumerates_running_processes; reads_memory_remote_process; process_interest,,,,,,,,,physical_drive_access; enumerates_physical_drives,,physical_drive_access; enumerates_physical_drives
2b57393b6c3bab50,antianalysis_tls_section; packer_unknown_pe_section_name; binary_yara,,,,,,,,,,,,,,,,
2b7714dce5b85b13,antivm_checks_available_memory; queries_computer_name; queries_user_name; dead_connect; dynamic_function_loading; queries_keyboard_layout; queries_locale_api; static_pe_pdbpath; antidebug_setunhandledexceptionfilter; stealth_timeout; language_check_registry; antidebug_guardpages; antisandbox_sleep; http_request; creates_suspended_process; resumethread_remote_process; injection_write_process; createtoolhelp32snapshot_module_enumeration; stealth_window; terminates_remote_process; packer_entropy; dropper; injection_rwx; uses_windows_utilities; uses_windows_utilities_to_create_scheduled_task; antiav_servicestop; antisandbox_unhook; antivm_generic_system; infostealer_cookies; persistence_autorun; persistence_autorun_tasks; recon_beacon; procmem_yara; antiav_detectfile; enumerates_physical_drives; physical_drive_access; cmdline_obfuscation; deletes_executed_files; disables_windowsupdate; suspicious_command_tools,,,,,,,,,,,,,terminates_remote_process; queries_computer_name; enumerates_running_processes; creates_suspended_process; reads_memory_remote_process; process_interest,terminates_remote_process; queries_computer_name; antivm_generic_system; creates_suspended_process,,terminates_remote_process; queries_computer_name; antivm_generic_system; creates_suspended_process
